Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
PWY.5022..4.aminobutanoate.degradation.V	7.5297	11.6459	6.17751	0.44245	0.469768	4.50768	0.918447	0	0.10512	0.549683	1.18236	0	0	5.41585	1.57965	0.575317	2.42731	5.77563	0	0.668352	0.339909	0	0	2.93748	3.21902	1.81787	7.65231	1.08094	4.44801	0	0.299493	0	0	4.70881	0	13.9712	0	2.28807	0	4.06533	0.258288	0	0	0	0.727564	3.57281	0	0	31.1299	0.863334	0	0	5.5158	0	0	0.596153	0	0.85998	0	0	2.77636	0	0	2.56893	1.67643	3.38109	0	0	2.74621	0.994849	0	0	0	9.13476	1.7344	0	0	3.96311	20.6203	17.8292
PWY.5028..L.histidine.degradation.II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5030..L.histidine.degradation.III	3.52536	3.14595	1.20455	0	1.80086	3.83493	6.16964	0.667502	1.04251	1.69092	1.14862	5.06886	0.323966	1.18051	1.72982	1.1067	2.10814	2.9811	9.23418	0.877708	2.63207	0.550606	3.50388	5.77746	7.18051	5.76469	3.02534	2.18713	5.92705	2.87924	28.2327	1.92863	2.43698	7.14828	0.315324	0.608936	0.450448	6.3862	15.3855	3.67721	9.04862	2.52014	1.27753	6.07486	4.01486	0.71487	0	9.19988	1.21379	4.82956	0.874855	4.36798	0	4.85135	1.83747	3.81532	11.5716	4.01654	1.07451	4.79439	0	0	11.1018	12.9544	0.903209	1.02961	1.42192	1.37552	1.94021	2.10786	1.01091	1.88546	0.612102	1.41311	2.22319	1.20281	1.55846	2.66362	2.6782	1.31546
PWY.5044..purine.nucleotides.degradation.I..plants.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5067..glycogen.biosynthesis.II..from.UDP.D.Glucose.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184495	0	0	0	0	0	0	0	0	0	0	0	0.246654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5079..L.phenylalanine.degradation.III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370488	0	0	0	0	0	0	0	0	0	0	0.357012	0	0	0	0	0	0	0	0	0	0	0	0.808258	0	0	0	0	0	0.17349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5080..very.long.chain.fatty.acid.biosynthesis.I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0603547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5081..L.tryptophan.degradation.VIII..to.tryptophol.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation	13.2524	8.15365	14.5402	3.5936	7.28921	3.66913	0.842837	1.82706	0.451998	0	2.3959	1.22978	0.428354	14.6488	1.37136	0	22.8024	21.1996	27.4013	2.89052	1.25437	0.174073	0.169956	2.72009	7.06578	4.74769	17.2163	0.810327	0	0.707825	1.75104	0	0	12.8362	4.33782	4.74286	3.23518	51.4289	10.4424	6.80037	0.488291	88.7721	0.878747	0.412152	0.694636	0.739397	3.65994	155.279	51.3799	2.43207	0	0	14.4489	1.72864	1.71254	1.56285	0.302775	3.17077	0	28.7972	3.96938	6.09147	2.12491	4.94333	1.17708	6.33839	1.42915	1.79105	0	0.543507	7.97908	0.122657	0	0.237539	1.52411	6.20246	0.425993	0.712844	37.8321	3.07436
PWY.5088..L.glutamate.degradation.VIII..to.propanoate.	1.09574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59748	0	1.2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5097..L.lysine.biosynthesis.VI	121.625	82.2747	374.413	323.105	124.774	125.186	105.706	273.993	129.285	283.372	117.829	165.212	86.8968	64.8223	166.632	136.545	10.9873	82.2932	335.157	140.485	224.522	158.823	119.256	212.555	153.932	247.201	291.048	192.135	350.015	181.738	702.363	637.016	728.785	179.426	226.731	70.9647	128.771	248.871	131.134	67.7514	128.975	113.971	206.233	427.557	174.01	132.379	533.85	115.416	112.931	96.5035	65.6837	130.15	129.524	282.188	137.561	121.938	380.286	191.763	277.206	269.854	295.414	166.849	159.15	168.493	199.91	631.584	201.314	323.402	222.637	411.178	144.473	255.22	91.6719	213.654	120.449	159.67	310.21	187.659	214.257	134.153
PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II	93.7082	54.4701	18.8522	15.0867	17.4527	51.361	56.7446	59.162	25.4857	36.1634	69.9606	46.1788	13.162	22.558	44.0461	135.402	6.21636	37.1476	42.2702	70.2225	155.059	23.6107	60.6735	66.84	42.5238	43.2615	7.68982	95.9387	49.1095	47.8827	37.7158	26.1797	31.1553	56.6433	131.352	30.6536	62.4663	38.5409	26.3744	28.0632	27.1693	92.1215	126.605	30.9718	38.4226	40.7464	46.8164	47.0401	23.7546	95.309	21.3907	66.5562	54.5533	44.8656	24.8374	67.4106	40.8922	30.8871	70.5462	11.5249	36.1265	14.5409	78.813	43.1945	69.6933	41.2496	127.594	50.2552	29.6066	84.7397	70.4522	177.987	62.0134	31.4814	63.1115	78.8116	51.4124	30.7472	5.69624	20.957
PWY.5101..L.isoleucine.biosynthesis.II	7.76676	11.6597	25.4163	0.985129	1.8375	22.4166	26.6436	83.8327	15.0525	91.5103	9.76094	15.9344	4.75521	3.61794	14.0796	14.1902	0.681408	5.7742	57.5147	0.900269	3.37697	5.76886	9.53772	4.20485	9.89567	51.7915	20.3687	28.8267	60.3089	11.41	63.871	31.0886	19.8705	57.8508	28.5902	2.58743	1.86965	5.18281	5.97899	22.5358	42.6509	0.691967	18.8083	93.1702	18.9083	32.0497	5.22017	0.234376	8.38921	46.2541	11.1591	21.4513	2.06803	5.25389	4.30747	15.4075	25.9741	43.5944	37.5905	41.0553	7.5788	3.11875	12.694	46.0488	6.88556	2.08223	9.93455	21.4836	15.5334	10.4567	0.82649	1.76849	5.69063	3.77497	3.86589	46.7862	74.8281	54.9948	38.0041	41.2493
PWY.5103..L.isoleucine.biosynthesis.III	129.012	71.2433	26.8214	81.3904	142.157	93.1699	103.981	115.883	45.5285	113.273	82.1786	121.478	15.743	55.9008	79.0929	137.414	18.825	77.0243	69.6466	179.095	277.782	47.9961	122.225	115.981	57.5676	78.3876	20.935	130.947	134.525	101.386	64.2084	122.852	105.46	95.3468	133.983	74.9815	134.05	165.924	55.7998	87.6167	83.9905	101.338	145.936	98.8562	79.6072	71.4489	85.3349	168.9	63.7309	93.5522	45.7562	121.425	125.481	76.7704	49.1439	77.6901	129.364	51.9251	58.8954	45.2842	42.3618	42.7234	174.229	119.563	161.584	97.8731	265.98	162.703	70.7897	167.903	199.941	274.192	121.603	95.8245	106.711	137.453	88.3122	63.6873	46.0462	66.0647
PWY.5104..L.isoleucine.biosynthesis.IV	118.704	54.6468	8.34023	4.35643	8.86265	32.0523	29.4529	9.60384	0.614203	1.63899	66.4647	13.4712	10.1321	8.01891	46.792	132.725	0.48008	27.6297	31.9187	7.93851	108.562	4.26045	23.3376	49.1556	0	46.0229	0	98.9986	16.2971	10.4324	27.9375	17.5279	4.16979	1.12133	108.528	30.2962	69.1115	0	0	0	2.8884	0	97.2273	0	34.6135	27.9039	53.7671	0	26.4925	89.5844	4.49533	68.9033	0	22.8247	0	61.678	6.46578	11.0961	1.51782	4.85522	11.3995	12.4357	17.0958	2.09546	61.6719	1.90537	11.1859	21.4628	11.9589	16.5251	0.699788	234.464	5.93145	8.52663	6.39202	18.3853	43.4692	12.1379	0	7.04323
PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.	22.2318	11.6217	6.22335	1.23689	7.60999	5.19128	15.5243	6.07667	14.1922	0	10.4528	19.9814	1.19407	14.6775	12.3475	0	9.32261	22.5135	16.8251	11.5815	3.85468	0	22.8793	21.22	9.357	11.076	10.3939	2.4126	0.575432	11.1344	3.05421	2.57892	5.72214	5.85356	13.4573	6.56715	4.14201	60.5222	23.0947	3.45582	4.66485	14.6228	10.206	0	8.20127	4.05815	5.63299	49.6669	47.1627	34.3115	4.5865	9.21886	12.9721	5.15138	3.37179	6.82168	20.1503	9.54146	1.02102	27.8489	10.4429	2.79885	44.4263	26.5552	16.4939	20.0283	13.3164	8.41972	5.39292	13.5229	20.4731	23.0341	14.6725	5.77406	23.1225	14.529	3.01312	8.7663	31.0505	10.1297
PWY.5129..sphingolipid.biosynthesis..plants.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0872049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5136..fatty.acid..beta..oxidation.II..peroxisome.	8.96532	2.37349	7.31671	1.64104	2.28249	4.59899	5.98011	0.475595	1.10757	0.25724	6.40669	2.95546	1.22598	11.132	1.49676	4.15794	8.48521	11.5025	10.6118	2.64511	0.574113	1.67291	5.4294	0.695081	16.0036	4.99526	0.983174	2.11667	0	2.64814	0.208302	0.78938	1.26203	2.26352	3.98189	5.85178	3.61128	8.14492	1.02776	0	0.462159	21.6677	7.24402	0	2.95909	3.27991	3.05842	5.51685	21.0306	12.5002	1.79328	1.4782	2.76622	2.92047	2.52928	4.25788	3.56221	3.87923	1.15149	6.52433	2.87978	5.01644	1.95607	4.59289	5.39431	6.06374	5.80625	3.14092	3.70436	0.782266	6.96078	0.928508	0	0.673773	1.77997	8.32872	0.686262	2.20547	9.15674	1.56466
PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation	1.37286	0.381036	0.877431	0	0.216227	0.246983	0.489932	0	0	0	1.30782	0	0	2.30472	0	0.132731	6.23993	3.61764	6.07976	0.117034	0.28726	0.175706	0	0.64479	0.918999	0.326999	1.00553	0	0	0.26754	0.087367	0	0	0.477442	0.633481	0.765649	0.311048	2.34561	0.254391	0	0	21.0432	0	0	0.663311	0	0	3.49409	11.1167	0	0	0	0	0	0	0	0	0.6452	0	2.03508	0.455533	1.99812	0	0	0.373404	0.282622	0	0.520681	0	0	2.09377	0	0	0	0.423602	1.97114	0	0	3.76082	0.377965
PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	20.9143	14.7059	23.8422	0.775067	4.78512	19.154	40.4604	27.5739	18.8908	0.937599	7.55086	27.176	5.04397	15.1859	13.8623	20.3291	21.7695	28.6301	63.7012	13.2344	50.1768	3.93224	13.5366	16.0675	23.3807	25.3923	24.9027	8.90537	1.09892	19.7599	54.5038	7.37867	5.14932	26.4584	37.7702	10.6479	9.62276	65.0611	18.6782	13.3823	1.69867	88.1489	16.3576	0	11.0214	14.2426	9.79153	116.702	58.3759	10.6516	9.59958	38.8966	24.4924	2.89555	2.89076	12.9875	16.8236	17.2449	21.4151	75.628	7.90764	6.26341	23.5704	22.6324	11.5766	7.53605	13.4034	4.82156	12.3342	18.4718	20.0157	8.74477	7.29891	6.42276	3.69598	25.953	61.0462	26.1408	62.2075	23.5055
PWY.5173..superpathway.of.acetyl.CoA.biosynthesis	4.07173	2.13256	2.57552	0	5.1006	0.455461	0.370246	1.55909	1.61744	0	1.4052	0	0.202823	5.57765	0.464553	0.26491	14.7763	5.91827	4.96301	0.753353	0	0	0.771086	6.55872	3.5671	2.62047	5.02997	0	0	0	0.13227	0	0.249008	4.88739	1.32942	1.11412	0.415885	28.4114	6.87635	2.54184	1.13985	47.1418	1.27316	0.220042	0	0	0	40.0724	16.3182	0.536212	0	0.271671	6.94161	1.23284	2.37805	0.168063	0	0.867684	0	6.61812	1.98252	1.23894	4.74596	3.62377	0.495743	1.70303	0.564046	0.285456	0	0.557815	3.52233	0.255545	0	0.166867	0.748819	4.10753	0	0	7.6515	2.05957
PWY.5177..glutaryl.CoA.degradation	40.0478	21.4689	7.24914	12.4899	22.7674	24.4593	33.2594	43.0081	6.89356	64.6005	22.6633	42.1924	1.03178	21.509	39.2287	19.7007	1.59779	32.4639	3.40826	82.2408	160.393	22.043	57.9495	30.5713	24.7315	16.4702	0	40.7945	46.9397	42.4909	6.82241	27.3254	34.9364	37.4404	10.661	23.7271	34.1138	60.1225	20.9711	52.7611	32.4238	0	12.3463	33.431	27.697	31.734	21.2777	0.259698	12.7789	15.8742	25.2458	49.8925	51.4572	26.3517	13.3955	42.0901	56.1879	18.3931	6.0728	4.9559	15.8785	10.5884	84.8769	50.7642	81.6682	34.6915	141.382	42.5315	25.5803	73.9749	127.076	125.175	69.7026	15.2282	72.3846	54.461	15.0498	27.7338	8.36534	22.8998
PWY.5181..toluene.degradation.III..aerobic...via.p.cresol.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	21.5512	18.5408	24.6302	15.8967	72.4566	27.8405	30.2137	37.7579	27.102	16.797	39.0604	18.4719	9.03285	16.1284	20.5547	25.404	18.1215	37.335	20.3112	21.5398	41.1375	3.9024	19.1707	10.958	54.2206	31.0739	12.098	50.0377	4.39016	16.2953	22.0565	50.7429	31.4351	34.2691	61.0169	17.8346	30.2204	79.3207	52.6027	22.2312	43.0131	76.1269	119.754	5.0987	47.7917	20.5862	31.7841	56.2345	47.7925	43.6203	17.9755	32.4623	4.60545	27.2756	10.6862	13.998	14.1392	25.9912	13.1453	18.0725	12.2464	7.02318	27.0404	13.1669	28.7222	37.7848	25.6544	6.80203	20.5162	23.4519	11.5432	116.903	8.65416	7.39486	8.86498	40.6943	16.802	13.7944	22.7889	6.39343
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	10.6705	8.55827	5.5584	2.78692	6.90442	2.36704	2.63574	0	0.460588	0.161735	5.51922	0	2.82119	7.73723	4.56517	0.130083	22.435	19.5807	18.9825	5.69561	0.405082	0.521848	2.1235	0	2.4918	6.01599	12.1628	0.324757	0	0.650535	1.99342	0	0	2.50432	1.91685	3.9587	2.58255	52.728	5.63036	0.90308	1.57608	86.2783	18.5803	0.804704	2.2583	0	4.2373	45.0279	44.3706	21.4626	3.38511	0	0	1.36911	0.978436	1.93265	1.12102	2.88276	0.220851	17.8837	2.12502	5.49826	1.39357	3.73531	3.58473	4.4241	0.565972	0.558141	3.07869	1.03966	6.59891	0.736363	0.795223	0.218219	1.29654	6.84673	0.293333	1.03411	22.7156	1.80227
PWY.5198..factor.420.biosynthesis	0.362099	1.18945	0	0.381776	0.506039	0.463489	0	0	0	0	2.2224	0	0	0.81816	2.49137	0	0	1.18728	0	0	0	0	0.162114	0	0	0.263269	0	0.20699	0	0	0	0	0	0	0	0.293096	0.581092	0	0	0	0	0	1.85795	0	0	0	0	0	0.446558	25.2374	0	0	0	0.251076	0	0.327328	0	0.485489	0	0	1.41746	1.45853	0	0	2.36511	0	0	0	1.16831	0	0	0	0	0	0	0	0	0	0	0
PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5304..superpathway.of.sulfur.oxidation..Acidianus.ambivalens.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5306..superpathway.of.thiosulfate.metabolism..Desulfovibrio.sulfodismutans.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	19.9014	11.631	8.86155	5.39842	5.96163	10.2995	3.45927	2.61946	2.46048	0	21.4584	4.54783	0.913661	13.7004	7.2728	10.4349	9.59462	19.5036	18.61	6.13433	0.905027	3.88064	2.83933	11.0305	8.99063	8.31481	12.4459	13.5058	16.8932	3.79545	12.4412	12.3538	0	28.2065	1.66232	15.0169	7.69164	50.3983	7.09471	6.11209	4.56316	1.9078	14.9423	0	8.38572	10.1466	8.13293	5.18262	34.035	25.0123	0	0	13.556	2.26994	3.28248	3.43877	4.82523	11.9238	3.02484	27.567	6.17669	6.1427	10.2772	8.93016	5.46652	6.24406	3.03413	1.57898	0	3.90142	6.5879	7.16765	0	4.07423	8.57682	8.18438	0.803456	10.6077	18.2541	5.5976
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	48.8581	19.9492	15.8224	17.9867	19.21	35.7784	44.7682	35.7236	44.8764	56.5221	39.0868	30.9023	17.9553	25.9704	23.4605	47.643	21.4508	55.9397	33.9735	54.6236	122.352	15.4784	49.4149	25.2143	62.69	36.5519	13.5071	32.6055	23.0431	34.553	12.59	20.1265	20.3396	39.2803	113.352	32.8071	37.2147	108.679	73.8597	40.2059	57.1738	83.8538	113.049	1.87147	47.7387	30.6118	26.4299	147.145	50.1897	49.4668	25.7804	41.3969	16.7141	27.153	10.2659	21.6426	21.6939	38.7812	10.5485	40.0716	20.5641	10.2276	67.5249	31.5326	32.9392	33.6248	36.9565	23.9022	21.6056	47.2057	42.4337	67.4051	19.8838	25.3289	19.0093	46.4065	12.5522	14.288	27.161	16.803
PWY.5367..petroselinate.biosynthesis	28.4774	40.23	2.03632	6.323	11.2435	56.8468	5.43067	182.903	30.6277	2.433	9.50508	16.9524	23.4805	11.217	33.2512	44.0469	2.15546	27.0866	20.6716	0.976666	3.27404	33.7528	74.0791	9.80976	0.666379	18.9857	0	108.816	51.0771	131.779	0	8.53091	56.3795	78.5885	215.726	12.9565	69.2585	267.825	1.25385	1.2721	19.055	39.3904	20.5178	0	56.7355	39.9614	9.885	27.4519	51.5878	56.5856	0.897629	60.6167	103.7	51.3141	5.36275	37.5525	15.9313	34.2053	63.1698	2.15923	11.5365	1.57683	25.042	1.97365	0	0	19.4792	0.898367	4.68324	4.9028	39.0145	2.79991	12.267	19.1051	2.9129	27.7014	38.9572	42.3505	3.54372	14.3462
PWY.5381..pyridine.nucleotide.cycling..plants.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	7.5314	2.44516	6.39908	0.377923	0.823003	5.67344	2.56304	7.78076	0.281009	0.327456	1.86367	0.694545	3.38625	8.05443	1.98936	0.362861	19.4951	14.3993	26.7171	2.12313	58.9498	1.56392	2.47631	4.95636	0.866251	3.4593	6.44426	0.16662	0.142339	5.2486	1.6739	0	0	1.64731	4.76472	4.56566	1.77079	34.4556	4.54016	2.14153	0.881954	58.6281	1.13617	0.376366	1.22647	0.744293	1.48764	51.1232	35.2328	10.4081	0	1.51964	0	0.299668	0.980619	0.887774	4.10345	4.71722	0.229404	14.1189	8.86949	3.8412	6.41881	3.75263	0.663984	1.43761	0.748859	0.364601	0	5.85391	4.02924	0.579214	0	0.448765	0	13.1022	18.0973	0.174523	13.5755	3.72432
PWY.5415..catechol.degradation.I..meta.cleavage.pathway.	0	0.380365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240015	0	1.3596	0	0	0	0	0	0	1.27374	0	0	0	6.11806	0	0.622174	0	0	0	0	0	0	0	0	0	0	0	0	1.74694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.	0.46643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate	0.46643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	0	0	0	0	0	0	1.53923	2.22658	0	0	1.49698	0	0	3.12922	0.786637	1.09158	0	4.29023	6.676	1.84701	0.382652	0	1.3626	1.28227	3.66291	0	0	0	0	1.66756	0.54681	0	1.24814	2.63299	4.76615	0	0	5.0111	4.21209	2.39001	2.07989	8.49465	0	0	0	0	0	1.46829	0	0	0	0	0	2.36171	2.1783	0	0	1.12952	0	4.38813	4.03586	3.7331	0.779822	0	2.08108	7.8749	1.17241	0	0	0	5.29535	0.591937	0	0.44304	0	9.13055	0	0	1.61173	5.60469
PWY.5484..glycolysis.II..from.fructose.6.phosphate.	48.4206	29.3582	34.251	13.3487	21.4623	31.9931	24.614	39.9161	11.3538	48.8415	18.6423	39.7178	8.17625	24.6971	31.9413	8.93237	27.6841	34.6793	83.4184	118.409	141.675	60.0222	28.5634	23.5008	38.076	39.9827	130.955	14.124	52.6384	7.29685	120.568	16.1802	19.4624	38.512	57.8342	22.4476	16.7547	87.8619	67.9811	11.7499	38.8701	128.273	13.1485	1.45196	28.1375	2.44436	23.2692	130.544	112.105	48.5998	10.0663	12.3485	52.311	18.3275	11.3648	13.6106	22.2455	25.6195	136.932	106.759	10.9318	14.3821	11.3309	26.1633	16.6491	19.5927	31.0527	37.2708	10.2625	11.144	29.2911	9.78722	3.88365	12.1973	9.15496	39.2755	166.867	15.4268	89.8363	32.4798
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis	9.52845	2.54403	5.88951	0.430695	0	1.2096	1.3282	0	0	0	2.0157	1.28296	0.902789	6.48934	1.13998	0	1.54092	8.0085	16.3755	0.763051	0.159233	0.592229	0	0	2.89044	2.51321	0	0	0	0.280916	0	0	0	4.68709	4.05145	3.41792	1.63542	3.10396	3.99019	0	0.371619	0.367821	0.537115	0.695057	0.543819	0.604486	0.714655	1.09854	18.5467	0.841433	0	0	0	0.23297	3.85399	0	0.941253	4.12711	0	16.3471	0	2.9353	0	1.8046	0.629873	2.2064	0.607728	0.685146	0	0	2.948	0.197843	0	0	0.227549	5.05206	0.470189	1.4116	13.0419	1.21857
PWY.5514..UDP.N.acetyl.D.galactosamine.biosynthesis.II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	12.1331	4.27078	8.02794	0	4.30098	2.8103	0.73128	0	0.237726	0	3.43034	1.91899	0.642961	13.9991	2.30517	0.445742	13.9012	16.3091	14.8811	2.3691	0.30136	0	0.806525	1.04453	6.41918	5.87558	2.13524	0.394769	0	0.893634	0.398131	0	0	3.72015	5.30702	5.69395	3.38491	16.7381	2.12765	0	0.528592	41.0508	2.555	0	2.0957	1.02636	2.19939	12.0831	35.3885	2.92316	0	0	0	0.915578	1.59764	1.1905	1.89957	4.0457	0	11.5695	0.84099	6.47243	0	4.5126	2.6048	4.37089	0.403261	1.99458	0	0	6.98135	0.271874	0	0	1.69188	7.24502	0.791062	0.257079	15.8083	2.4211
PWY.5651..L.tryptophan.degradation.to.2.amino.3.carboxymuconate.semialdehyde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5656..mannosylglycerate.biosynthesis.I	1.53066	0.884969	1.74639	0	0	0.34293	0.225752	0	0	0	0	0.55254	0.819218	3.36873	0.384677	0	0.297002	2.88285	1.86634	0	0	0	0	0	0.142946	0.93593	2.33805	0	0	0	0	0	0	0.156936	0.867307	0.548362	0	1.88405	0.282034	0	0	0	0	0	0.446414	0	0	0.334145	6.08695	0	0	0	0	0	0	0	0	0.256213	0	4.39089	0	0.791425	0	0.701113	0.837044	0.753485	0	0.192914	0	0	1.28554	0	0	0	0	1.17163	0	0	6.40118	0
