class,mechanism,group,count,sampleID
MLS,23S rRNA methyltransferases,ERMT,1,kazan5500_2015_11_27_1_L06_95HP
MLS,ABC transporter,OLEB,1,kazan5500_2015_11_27_1_L06_95HP
MLS,ABC transporter,TLRC,1,kazan5500_2015_11_27_1_L06_95HP
MLS,Lincosamide nucleotidyltransferases,LNUC,6,kazan5500_2015_11_27_1_L06_95HP
MLS,Macrolide phosphotransferases,MPHA,1,kazan5500_2015_11_27_1_L06_95HP
MLS,Macrolide resistance efflux pumps,MEFA,8,kazan5500_2015_11_27_1_L06_95HP
MLS,Macrolide resistance efflux pumps,MEL,20,kazan5500_2015_11_27_1_L06_95HP
MLS,Macrolide resistance efflux pumps,MSRC,3,kazan5500_2015_11_27_1_L06_95HP
MLS,Macrolide resistance efflux pumps,MSRD,5,kazan5500_2015_11_27_1_L06_95HP
MLS,Streptogramin resistance ATP-binding cassette ABC efflux pumps,LSA,4,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,19,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,ASMA,38,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,BAER,12,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,BAES,21,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,CPXA,24,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,CPXAR,27,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,CRP,13,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,EMRR,13,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,EVGA,13,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,EVGS,91,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,GADX,26,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,HNS,3,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,MARA,14,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,MARR,7,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,PHOQ,26,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,MDR regulator,SOXS,8,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,2,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,32,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,34,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,EMRE,1,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,29,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,38,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,28,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,22,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,56,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,165,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,19,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,38,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,23,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,20,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,26,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,36,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,23,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,72,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,36,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MEXE,1,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,2,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,6,kazan5500_2015_11_27_1_L06_95HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,47,kazan5500_2015_11_27_1_L06_95HP
Phenicol,Chloramphenicol acetyltransferases,CAT,2,kazan5500_2015_11_27_1_L06_95HP
Phenicol,Chloramphenicol acetyltransferases,CATB,17,kazan5500_2015_11_27_1_L06_95HP
Phenicol,Chloramphenicol acetyltransferases,CATP,13,kazan5500_2015_11_27_1_L06_95HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,253,kazan5500_2015_11_27_1_L06_95HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,30,kazan5500_2015_11_27_1_L06_95HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,3,kazan5500_2015_11_27_1_L06_95HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,18,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA,3,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB,16,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD,7,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,1058,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,392,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,84,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,2172,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,1616,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETS,4,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,1323,kazan5500_2015_11_27_1_L06_95HP
Tetracyclines,Tetracycline transcriptional repressor,TETR,8,kazan5500_2015_11_27_1_L06_95HP
Trimethoprim,Dihydrofolate reductase,DFRF,51,kazan5500_2015_11_27_1_L06_95HP
Trimethoprim,Dihydrofolate reductase,DHFR,1,kazan5500_2015_11_27_1_L06_95HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB,2,kazan5500_2015_11_27_1_L06_93HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,4,kazan5500_2015_11_27_1_L06_93HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,1,kazan5500_2015_11_27_1_L06_93HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,1,kazan5500_2015_11_27_1_L06_93HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,1,kazan5500_2015_11_27_1_L06_93HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME,1,kazan5500_2015_11_27_1_L06_93HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,1,kazan5500_2015_11_27_1_L06_93HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6,1,kazan5500_2015_11_27_1_L06_93HP
Aminoglycosides,Aminoglycoside-resistant 30S ribosomal subunit protein S12,RPSL,1,kazan5500_2015_11_27_1_L06_93HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,1,kazan5500_2015_11_27_1_L06_93HP
betalactams,Class A betalactamases,CBLA,153,kazan5500_2015_11_27_1_L06_93HP
betalactams,Class A betalactamases,CEPA,24,kazan5500_2015_11_27_1_L06_93HP
betalactams,Class A betalactamases,CFX,31,kazan5500_2015_11_27_1_L06_93HP
betalactams,Class A betalactamases,GES,1,kazan5500_2015_11_27_1_L06_93HP
betalactams,Class C betalactamases,BLAEC,1,kazan5500_2015_11_27_1_L06_93HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,1,kazan5500_2015_11_27_1_L06_93HP
Elfamycins,EF-Tu inhibition,TUFAB,76,kazan5500_2015_11_27_1_L06_93HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,6,kazan5500_2015_11_27_1_L06_93HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,1,kazan5500_2015_11_27_1_L06_93HP
Glycopeptides,VanD-type regulator,VANSD,1,kazan5500_2015_11_27_1_L06_93HP
Glycopeptides,VanD-type resistance protein,VAND,1,kazan5500_2015_11_27_1_L06_93HP
Glycopeptides,VanD-type resistance protein,VANXD,1,kazan5500_2015_11_27_1_L06_93HP
Glycopeptides,VanG-type regulator,VANRG,1,kazan5500_2015_11_27_1_L06_93HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoB,rpoB,1,kazan5500_2015_11_27_1_L06_93HP
MLS,23S rRNA methyltransferases,ERM,1,kazan5500_2015_11_27_1_L06_93HP
MLS,23S rRNA methyltransferases,ERMB,1,kazan5500_2015_11_27_1_L06_93HP
MLS,23S rRNA methyltransferases,ERMF,62,kazan5500_2015_11_27_1_L06_93HP
MLS,Lincosamide nucleotidyltransferases,LNUC,2,kazan5500_2015_11_27_1_L06_93HP
MLS,Macrolide resistance efflux pumps,MEFA,1,kazan5500_2015_11_27_1_L06_93HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,1,kazan5500_2015_11_27_1_L06_93HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,1,kazan5500_2015_11_27_1_L06_93HP
Multi-drug resistance,Multi-drug efflux pumps,MEXF,1,kazan5500_2015_11_27_1_L06_93HP
Phenicol,Chloramphenicol acetyltransferases,CAT,317,kazan5500_2015_11_27_1_L06_93HP
Phenicol,Chloramphenicol acetyltransferases,CATA,1,kazan5500_2015_11_27_1_L06_93HP
Phenicol,Chloramphenicol acetyltransferases,CATB,1,kazan5500_2015_11_27_1_L06_93HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,61,kazan5500_2015_11_27_1_L06_93HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,4,kazan5500_2015_11_27_1_L06_93HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,7,kazan5500_2015_11_27_1_L06_93HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,548,kazan5500_2015_11_27_1_L06_93HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,434,kazan5500_2015_11_27_1_L06_93HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,66,kazan5500_2015_11_27_1_L06_93HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,774,kazan5500_2015_11_27_1_L06_93HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,1369,kazan5500_2015_11_27_1_L06_93HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,1677,kazan5500_2015_11_27_1_L06_93HP
Trimethoprim,Dihydrofolate reductase,DFRF,41,kazan5500_2015_11_27_1_L06_93HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB,2,kazan5500_2015_11_27_1_L06_92HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,2,kazan5500_2015_11_27_1_L06_92HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,1,kazan5500_2015_11_27_1_L06_92HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,4,kazan5500_2015_11_27_1_L06_92HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,1,kazan5500_2015_11_27_1_L06_92HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9,4,kazan5500_2015_11_27_1_L06_92HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME,1,kazan5500_2015_11_27_1_L06_92HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,1,kazan5500_2015_11_27_1_L06_92HP
betalactams,Class A betalactamases,ACI,2,kazan5500_2015_11_27_1_L06_92HP
betalactams,Class A betalactamases,CBLA,2,kazan5500_2015_11_27_1_L06_92HP
betalactams,Class A betalactamases,CFX,2963,kazan5500_2015_11_27_1_L06_92HP
betalactams,Class A betalactamases,GES,1,kazan5500_2015_11_27_1_L06_92HP
betalactams,Class A betalactamases,TEM,2,kazan5500_2015_11_27_1_L06_92HP
betalactams,Class B betalactamases,CFIA,125,kazan5500_2015_11_27_1_L06_92HP
betalactams,Class C betalactamases,BLAEC,1,kazan5500_2015_11_27_1_L06_92HP
betalactams,Penicillin binding protein,AMPH,1,kazan5500_2015_11_27_1_L06_92HP
betalactams,Penicillin binding protein,PBP2,1,kazan5500_2015_11_27_1_L06_92HP
betalactams,Penicillin binding protein,PBP2B,4,kazan5500_2015_11_27_1_L06_92HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,2,kazan5500_2015_11_27_1_L06_92HP
Elfamycins,EF-Tu inhibition,TUFAB,37,kazan5500_2015_11_27_1_L06_92HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,5,kazan5500_2015_11_27_1_L06_92HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,1,kazan5500_2015_11_27_1_L06_92HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,1,kazan5500_2015_11_27_1_L06_92HP
Glycopeptides,VanD-type regulator,VANSD,2,kazan5500_2015_11_27_1_L06_92HP
MLS,23S rRNA methyltransferases,ERM,14,kazan5500_2015_11_27_1_L06_92HP
MLS,23S rRNA methyltransferases,ERMB,142,kazan5500_2015_11_27_1_L06_92HP
MLS,23S rRNA methyltransferases,ERMF,1717,kazan5500_2015_11_27_1_L06_92HP
MLS,23S rRNA methyltransferases,ERMT,1,kazan5500_2015_11_27_1_L06_92HP
MLS,ABC transporter,TLRC,1,kazan5500_2015_11_27_1_L06_92HP
MLS,Lincosamide nucleotidyltransferases,LNUC,15,kazan5500_2015_11_27_1_L06_92HP
MLS,Macrolide phosphotransferases,MPHA,1,kazan5500_2015_11_27_1_L06_92HP
MLS,Macrolide resistance efflux pumps,MACB,1,kazan5500_2015_11_27_1_L06_92HP
MLS,Macrolide resistance efflux pumps,MEFA,61,kazan5500_2015_11_27_1_L06_92HP
MLS,Macrolide resistance efflux pumps,MEL,1,kazan5500_2015_11_27_1_L06_92HP
MLS,Macrolide resistance efflux pumps,MSRD,3,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,MDR regulator,BAES,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,MDR regulator,GADX,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,MDR regulator,HNS,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,1,kazan5500_2015_11_27_1_L06_92HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,2,kazan5500_2015_11_27_1_L06_92HP
Phenicol,Chloramphenicol acetyltransferases,CAT,77,kazan5500_2015_11_27_1_L06_92HP
Phenicol,Chloramphenicol acetyltransferases,CATP,40,kazan5500_2015_11_27_1_L06_92HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,32,kazan5500_2015_11_27_1_L06_92HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,2,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,17,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,336,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,178,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44,2,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,5,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,728,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,16233,kazan5500_2015_11_27_1_L06_92HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,746,kazan5500_2015_11_27_1_L06_92HP
Trimethoprim,Dihydrofolate reductase,DFRF,9,kazan5500_2015_11_27_1_L06_92HP
Trimethoprim,Dihydrofolate reductase,DHFR,3,kazan5500_2015_11_27_1_L06_92HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,4,kazan5500_2015_11_27_1_L05_90HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,2,kazan5500_2015_11_27_1_L05_90HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,1,kazan5500_2015_11_27_1_L05_90HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,11,kazan5500_2015_11_27_1_L05_90HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,9,kazan5500_2015_11_27_1_L05_90HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,23,kazan5500_2015_11_27_1_L05_90HP
betalactams,Class A betalactamases,CBLA,5,kazan5500_2015_11_27_1_L05_90HP
betalactams,Class A betalactamases,CFX,545,kazan5500_2015_11_27_1_L05_90HP
betalactams,Class A betalactamases,CTX,19,kazan5500_2015_11_27_1_L05_90HP
betalactams,Class A betalactamases,LEN,1,kazan5500_2015_11_27_1_L05_90HP
betalactams,Class C betalactamases,CMY,5,kazan5500_2015_11_27_1_L05_90HP
betalactams,Penicillin binding protein,PBP2,1,kazan5500_2015_11_27_1_L05_90HP
betalactams,Penicillin binding protein,PBP2B,3,kazan5500_2015_11_27_1_L05_90HP
betalactams,Penicillin binding protein,PBP4B,1,kazan5500_2015_11_27_1_L05_90HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,1,kazan5500_2015_11_27_1_L05_90HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,1,kazan5500_2015_11_27_1_L05_90HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA,1,kazan5500_2015_11_27_1_L05_90HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,1,kazan5500_2015_11_27_1_L05_90HP
Elfamycins,EF-Tu inhibition,TUFAB,95,kazan5500_2015_11_27_1_L05_90HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,14,kazan5500_2015_11_27_1_L05_90HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,4,kazan5500_2015_11_27_1_L05_90HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,6,kazan5500_2015_11_27_1_L05_90HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,2,kazan5500_2015_11_27_1_L05_90HP
Fosfomycin,Fosfomycin thiol transferases,FOSA,1,kazan5500_2015_11_27_1_L05_90HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,RPOC,2,kazan5500_2015_11_27_1_L05_90HP
MLS,23S rRNA methyltransferases,ERM,6,kazan5500_2015_11_27_1_L05_90HP
MLS,23S rRNA methyltransferases,ERMB,45,kazan5500_2015_11_27_1_L05_90HP
MLS,23S rRNA methyltransferases,ERMF,927,kazan5500_2015_11_27_1_L05_90HP
MLS,23S rRNA methyltransferases,ERMT,1,kazan5500_2015_11_27_1_L05_90HP
MLS,ABC transporter,TLRC,1,kazan5500_2015_11_27_1_L05_90HP
MLS,Lincosamide nucleotidyltransferases,LNUC,18,kazan5500_2015_11_27_1_L05_90HP
MLS,Macrolide resistance efflux pumps,MACB,2,kazan5500_2015_11_27_1_L05_90HP
MLS,Macrolide resistance efflux pumps,MEFA,1,kazan5500_2015_11_27_1_L05_90HP
MLS,Streptogramin resistance ATP-binding cassette ABC efflux pumps,LSA,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,5,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR regulator,ACRR,4,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR regulator,ASMA,4,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR regulator,BAES,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR regulator,CRP,3,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR regulator,EVGS,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR regulator,GADX,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,MDR regulator,RAMR,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,2,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,EMRD,2,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,2,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,2,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,2,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,1,kazan5500_2015_11_27_1_L05_90HP
Multi-drug resistance,Multi-drug efflux pumps,OQXB,4,kazan5500_2015_11_27_1_L05_90HP
Phenicol,Chloramphenicol acetyltransferases,CAT,99,kazan5500_2015_11_27_1_L05_90HP
Phenicol,Chloramphenicol acetyltransferases,CATP,68,kazan5500_2015_11_27_1_L05_90HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,82,kazan5500_2015_11_27_1_L05_90HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,3,kazan5500_2015_11_27_1_L05_90HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,220,kazan5500_2015_11_27_1_L05_90HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,900,kazan5500_2015_11_27_1_L05_90HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,507,kazan5500_2015_11_27_1_L05_90HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44,1,kazan5500_2015_11_27_1_L05_90HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,1122,kazan5500_2015_11_27_1_L05_90HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,1690,kazan5500_2015_11_27_1_L05_90HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,2046,kazan5500_2015_11_27_1_L05_90HP
Trimethoprim,Dihydrofolate reductase,DFRF,179,kazan5500_2015_11_27_1_L05_90HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB,2,kazan5500_2015_11_27_1_L05_89HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,4,kazan5500_2015_11_27_1_L05_89HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,3,kazan5500_2015_11_27_1_L05_89HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,14,kazan5500_2015_11_27_1_L05_89HP
betalactams,Class A betalactamases,CBLA,3,kazan5500_2015_11_27_1_L05_89HP
betalactams,Class A betalactamases,CFX,20,kazan5500_2015_11_27_1_L05_89HP
betalactams,Penicillin binding protein,PBP2B,4,kazan5500_2015_11_27_1_L05_89HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,1,kazan5500_2015_11_27_1_L05_89HP
